FEI Number,Legal Name,State,Country/Area,Product Type,Action Taken Date,Action Type,Case/Injunction ID
3003340745,Ming Fai Industrial (Shenzhen) Co LTD,-,China,Drugs,2018-04-05,Warning Letter,540570
3006089725,Puget Sound Drug Corporation dba Key Pharmacy and Compounding Center,Washington,United States,Drugs,2018-04-04,Warning Letter,552431
3013452490,ARJ Infusion Services Inc,Kansas,United States,Drugs,2018-04-02,Warning Letter,548673
3006755618,"Hanbul Cosmetics Co., Ltd",-,-,Drugs,2018-03-29,Warning Letter,546445
3004712471,Tris Pharma Inc.,New Jersey,United States,Drugs,2018-03-28,Warning Letter,534537
3003677831,Keshava Organics Private Ltd.,-,India,Drugs,2018-03-15,Warning Letter,540146
3010166941,Laboratorios Labocont Industrial SRL,-,-,Drugs,2018-03-09,Warning Letter,537663
3005115135,Malladi Drugs & Pharmaceuticals Ltd. Unit 1,-,India,Drugs,2018-03-09,Warning Letter,541915
3001298034,"Medaus, Inc.",Alabama,United States,Drugs,2018-03-08,Warning Letter,522090
3003887639,"Diamond Wipes International, Inc.",California,United States,Drugs,2018-03-07,Warning Letter,534290
3002807958,Quali Controle,-,France,Drugs,2018-03-05,Warning Letter,542283
3012299349,"MedPark Pharmacy, LLC",Maryland,United States,Drugs,2018-03-05,Warning Letter,547639
3002946837,Pharmacy Resources Incorporated,Colorado,United States,Drugs,2018-03-02,Warning Letter,547385
3013330273,Park Infusioncare LP dba Preferred Homecare,Texas,United States,Drugs,2018-03-01,Warning Letter,547494
3010167039,Clover Custom Blending LLC,Florida,United States,Drugs,2018-02-28,Warning Letter,527994
3004486825,"Snyder Mark Drugs Roselle, Inc. d.b.a. Mark Drugs Pharmacy",Illinois,United States,Drugs,2018-02-27,Warning Letter,547409
3006460758,"Zhejiang Ludao Technology Co., Ltd.",-,China,Drugs,2018-02-23,Warning Letter,541460
3003723042,Nan San (HK) Pharmaceutical Factory Ltd.,-,-,Drugs,2018-02-23,Warning Letter,542072
3013341563,"Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceutical",California,United States,Drugs,2018-02-21,Warning Letter,546956
3005216842,Alchymars ICM SM Private Limited,-,India,Drugs,2018-02-16,Warning Letter,542879
3007931994,Fleming Laboratories Limited,-,India,Drugs,2018-02-14,Warning Letter,537647
3009968674,"Nowcos Co., Ltd",-,-,Drugs,2018-02-14,Warning Letter,541054
3004619185,"Casmara Cosmetics, S.A.",-,Spain,Drugs,2018-02-12,Warning Letter,538047
3013834466,Infant Acid Reflux Solutions LLC,Kansas,United States,Drugs,2018-02-09,Warning Letter,539232
3010166363,Shanghai Weierya Daily Chemicals Factory,-,China,Drugs,2018-02-07,Warning Letter,536348
3010165567,"Cosmecca Korea Co., Ltd.",-,-,Drugs,2018-02-02,Warning Letter,543188
3005241015,Celltrion Inc.,-,-,Drugs,2018-01-29,Warning Letter,534262
3010166452,Ross Healthcare Inc.,-,Canada,Drugs,2018-01-29,Warning Letter,540567
3008004582,"Polaroisin International Co., Ltd.",-,Taiwan,Drugs,2018-01-26,Warning Letter,541792
1000223178,"Daito Kasei Kogyo Co., Ltd.",-,Japan,Drugs,2018-01-18,Warning Letter,539236
3007957196,Nutrishare Inc,Kentucky,United States,Drugs,2018-01-16,Warning Letter,543730
3011761505,MOORE'S PHARMACY INC,Texas,United States,Drugs,2018-01-16,Warning Letter,544530
1610490,Beauty Manufacturing Solutions Corp.,Texas,United States,Drugs,2018-01-11,Warning Letter,535116
3003338476,Wong Lap Kwong Medicine Company Limited,-,-,Drugs,2018-01-11,Warning Letter,542586
1053442,King Bio Inc.,North Carolina,United States,Drugs,2018-01-11,Warning Letter,542987
3007894121,Guna Inc.,Pennsylvania,United States,Drugs,2018-01-11,Warning Letter,542995
3010784755,Hunan Norchem Pharmaceutical Co. Ltd.,-,China,Drugs,2018-01-09,Warning Letter,538815
3008307548,American CryoStem Corporation,New Jersey,United States,Biologics,2018-01-03,Warning Letter,535041
3004102971,Yicheng Chemical Corp.,-,China,Drugs,2018-01-02,Warning Letter,539843
1910648,"Continental Manufacturing Chemist, Inc.",Iowa,United States,Drugs,2017-12-29,Warning Letter,532514
3014126314,Investra-24hs,-,Argentina,Drugs,2017-12-28,Warning Letter,543610
3011473501,PROSANA DISTRIBUCIONES SA DE CV,-,Mexico,Drugs,2017-12-21,Warning Letter,527967
3010632712,Schrofner Cosmetics Gmbh,-,Austria,Drugs,2017-12-20,Warning Letter,538117
3003092574,AN Co. Ltd.,-,-,Drugs,2017-12-20,Warning Letter,538516
2220338,C. O. Truxton Inc.,New Jersey,United States,Drugs,2017-12-19,Warning Letter,535005
3004085558,Delta Laboratories Pty Ltd,-,Australia,Drugs,2017-12-19,Warning Letter,537641
3006210232,Fresenius Kabi Oncology Limited,-,India,Drugs,2017-12-18,Warning Letter,526863
3004859058,"Wuhan Chinese Moxibustion Technology Dev. Co., Ltd.",-,China,Drugs,2017-12-18,Warning Letter,537648
3012271380,Deserving Health International Corp,-,Canada,Drugs,2017-12-18,Warning Letter,539295
3010518986,"Amaros Co., Ltd",-,-,Drugs,2017-12-13,Warning Letter,533321
3010987875,Buffalo Pharmacies Inc,New York,United States,Drugs,2017-12-13,Warning Letter,539769
3011888866,"Barclay, Luke, & Pillai Specialty Pharmacy, PLLC",Nevada,United States,Drugs,2017-12-12,Warning Letter,525418
3012773824,ARCO GLOBUS TRADING LLC,Florida,United States,Drugs,2017-12-11,Warning Letter,538080
3013634251,Legal Lean,Florida,United States,Drugs,2017-12-11,Warning Letter,538080
3003511617,A.I.G Technologies Inc.,Florida,United States,Drugs,2017-12-05,Warning Letter,490872
3011476755,"Seindni Co., Ltd.",-,-,Drugs,2017-12-05,Warning Letter,533363
3011155936,"Shanwei Honghui Daily Appliance Co., Ltd.",-,China,Drugs,2017-12-05,Warning Letter,539705
1000121499,"Mihalko Medical, LLC",Pennsylvania,United States,Drugs,2017-12-05,Warning Letter,542220
3003849479,Aphena Pharma Solutions - Tennessee LLC,Tennessee,United States,Drugs,2017-12-05,Warning Letter,542310
3003519498,Fresenius Kabi Oncology Ltd,-,India,Drugs,2017-12-04,Warning Letter,538641
1530045,Crosbys Drugs Inc,Ohio,United States,Drugs,2017-11-30,Warning Letter,536189
3011967886,"RC Outsourcing, LLC",Ohio,United States,Drugs,2017-11-29,Warning Letter,540511
3006447041,BBCOS srl,-,Italy,Drugs,2017-11-29,Warning Letter,541045
3012104093,Fagron Compounding Services,Kansas,United States,Drugs,2017-11-28,Warning Letter,537637
3009719616,"Dae Young Foods Co., Ltd.",-,-,Drugs,2017-11-20,Warning Letter,527505
3008655176,"Hangzhou Facecare Cosmetics Co., Ltd.",-,China,Drugs,2017-11-17,Warning Letter,537146
3002806462,Bayer AG,-,Germany,Drugs,2017-11-14,Warning Letter,526288
3009248035,TSDR Pharmacy Inc. dba brandMD Skin Care,California,United States,Drugs,2017-11-09,Warning Letter,540960
3002719998,"RTI Surgical, Inc. dba RTI Biologics, Inc.",Florida,United States,Biologics,2017-11-08,Warning Letter,525318
3004819820,Lupin Limited,-,India,Drugs,2017-11-06,Warning Letter,532465
3007549629,Lupin Limited,-,India,Drugs,2017-11-06,Warning Letter,535014
3004881534,"Hubei Danao Pharmaceutical Co., Ltd.",-,China,Drugs,2017-11-06,Warning Letter,539667
3012669715,JMA Partners,Texas,United States,Drugs,2017-11-03,Warning Letter,534027
3012465222,Compound Preferred LLC,Idaho,United States,Drugs,2017-11-01,Warning Letter,526405
3004506176,"Guangzhou Baiyunshan Pharmaceutical Co., Ltd.",-,China,Drugs,2017-11-01,Warning Letter,534559
3012138774,"Realm of Caring Foundation, Inc.",Colorado,United States,Drugs,2017-10-31,Warning Letter,490089
3012138760,"Stanley Brothers Social Enterprises, LLC",Colorado,United States,Drugs,2017-10-31,Warning Letter,490089
3012295207,That's Natural,Colorado,United States,Drugs,2017-10-31,Warning Letter,513302
3004060039,"Guangdong Zhanjiang Jimin Pharmaceutical Co., Ltd.",-,China,Drugs,2017-10-30,Warning Letter,534215
3011020174,Ironmag Labs,Nevada,United States,Drugs,2017-10-23,Warning Letter,494623
3013546149,1 Nation Nutrition LLC,Missouri,United States,Drugs,2017-10-23,Warning Letter,535333
3013546138,Infantry Labs LLC,Missouri,United States,Drugs,2017-10-23,Warning Letter,535333
3012718055,Panther Sports Nutrition,New Jersey,United States,Drugs,2017-10-23,Warning Letter,535341
3003516782,Aztex Enterprises Ltd.,-,Canada,Drugs,2017-10-23,Warning Letter,538947
3006442227,Accelerated Analytical Laboratories Inc.,Wisconsin,United States,Drugs,2017-10-18,Warning Letter,534585
3006141618,"Town and Country Compounding and Consultation Services, LLC",New Jersey,United States,Drugs,2017-10-17,Warning Letter,518371
3006370331,Kim Chemicals Private Ltd.,-,India,Drugs,2017-10-16,Warning Letter,535531
3011007272,"Ridge Properties, LLC",Oregon,United States,Drugs,2017-10-13,Warning Letter,525794
3012223534,Colonia Care Pharmacy,New Jersey,United States,Drugs,2017-10-12,Warning Letter,537790
3007474872,Vital Laboratories Pvt Ltd Plant II,-,India,Drugs,2017-10-11,Warning Letter,527253
3006031801,US Compounding Inc,Arkansas,United States,Drugs,2017-10-10,Warning Letter,510525
3012366186,"Sohail M. Khan, M.D.",Florida,United States,Drugs,2017-10-10,Warning Letter,539274
3009192575,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy",Texas,United States,Drugs,2017-10-03,Warning Letter,522630
3003531601,Michigan Medicine,Michigan,United States,Drugs,2017-09-29,Warning Letter,518396
3012188090,Option Care Enterprises,Illinois,United States,Drugs,2017-09-28,Warning Letter,538040
3012773475,Ladd Family Pharmacy LLC,Idaho,United States,Drugs,2017-09-26,Warning Letter,516046
3006072852,San Diego Compounding Pharmacy,California,United States,Drugs,2017-09-25,Warning Letter,520259
3010829786,"Dasan C.N Tek Co., Ltd.",-,-,Drugs,2017-09-22,Warning Letter,525897
3004610520,Loop Plaza Pharmacy Company DBA Loop Compounding Pharmacy,West Virginia,United States,Drugs,2017-09-20,Warning Letter,537129
3003429652,"New Era Pharmacy, LLC",Oregon,United States,Drugs,2017-09-18,Warning Letter,523164
3012039582,"Reliant Compounded Solutions Monroe, LLC",Connecticut,United States,Drugs,2017-09-18,Warning Letter,532962
3007500366,First Pharma Associates LLC dba Riverpoint Pharmacy,Washington,United States,Drugs,2017-09-12,Warning Letter,522020
3009490758,"Jiangmen Nowadays Daily Goods Co., Ltd.",-,China,Drugs,2017-09-12,Warning Letter,526243
3011624368,"Option Care Enterprises, Inc. dba Option Care",Arkansas,United States,Drugs,2017-09-12,Warning Letter,527394
3011717652,"Shandong Vianor Biotech Co., Ltd.",-,China,Drugs,2017-09-12,Warning Letter,534541
3012729025,"Magellan Rx Pharmacy, LLC",New York,United States,Drugs,2017-09-11,Warning Letter,536134
3008420443,"Homeocare Laboratories, Inc.",New York,United States,Drugs,2017-09-07,Warning Letter,521717
3012248018,"Pharmakon Compounding Pharmacy, Inc.",Indiana,United States,Drugs,2017-09-07,Warning Letter,523191
3006851654,"Wuxi Medical lnstrument Factory Co., Ltd.",-,China,Drugs,2017-09-07,Warning Letter,525538
1950222,"Meridian Medical Technologies, LLC a Subsidiary of Kindeva Drug Delivery, L.P.",Missouri,United States,Drugs,2017-09-05,Warning Letter,525881
1629988,Nova Homeopathic Therapeutics Inc,New Mexico,United States,Drugs,2017-09-01,Warning Letter,514129
3010219111,"Firson Co., Ltd.",-,-,Drugs,2017-08-31,Warning Letter,523784
3006899675,"Home Care Pharmacy of Palm Coast, Inc.",Florida,United States,Drugs,2017-08-31,Warning Letter,524658
3005081370,Louisville Reproductive Center,Kentucky,United States,Biologics,2017-08-29,Warning Letter,533267
3011837323,"US Stem Cell Clinic, LLC",Florida,United States,Biologics,2017-08-24,Warning Letter,524470
3012837733,"PharmScript, LLC",New Jersey,United States,Drugs,2017-08-23,Warning Letter,535618
3012327563,"Jajco, Inc. DBA Anchor Drugs Pharmacy",California,United States,Drugs,2017-08-22,Warning Letter,522517
3011755158,"Concord, Inc. dba Carlton's Dunwoody Pharmacy",Georgia,United States,Drugs,2017-08-21,Warning Letter,512043
3008307735,Hetero Labs Limited (Unit V),-,India,Drugs,2017-08-15,Warning Letter,520359
3010671652,Bicooya Cosmetics Limited,-,China,Drugs,2017-08-11,Warning Letter,533477
3010241801,"Vital Care Compounder, Inc",Mississippi,United States,Drugs,2017-08-09,Warning Letter,522183
3012690073,"Laveeza (nmi) Bhatti, M.D., Principle Investigator",California,United States,Drugs,2017-08-04,Warning Letter,538090
3012248071,"Maple Rose Enterprises, Inc, dba Pencol Pharmacy",Colorado,United States,Drugs,2017-08-03,Warning Letter,520095
3009206013,"Foshan Flying Medical Products Co., Ltd.",-,China,Drugs,2017-08-03,Warning Letter,523699
3012124155,Creative Pharmacy Solutions Central LLC dba Pharmacy Innovations,Pennsylvania,United States,Drugs,2017-08-03,Warning Letter,534212
3003525539,Cellex-C International Inc.,-,Canada,Drugs,2017-08-02,Warning Letter,521113
1000399435,Homeolab USA Inc.,-,Canada,Drugs,2017-08-02,Warning Letter,523072
3006317860,"Ballard Plaza Pharmacy I, Inc.",Washington,United States,Drugs,2017-08-01,Warning Letter,507776
3006375239,"Skin Prescriptives Marketing, Inc.",-,Philippines,Drugs,2017-07-28,Warning Letter,524185
3007537202,Village Pharmacy,New Jersey,United States,Drugs,2017-07-24,Warning Letter,516174
3010536120,"Medical Center Pharmacy, Inc.",Tennessee,United States,Drugs,2017-07-21,Warning Letter,517544
3012360920,W & C dba The Apothecary,Minnesota,United States,Drugs,2017-07-20,Warning Letter,508183
3012335395,"Option Care Enterprises, Inc.",Maryland,United States,Drugs,2017-07-20,Warning Letter,523000
1419181,"Sage Products, LLC",Illinois,United States,Drugs,2017-07-17,Warning Letter,520382
3011830726,"Algunas Inc., dba Woodland Hills Compounding Pharmacy",California,United States,Drugs,2017-07-17,Warning Letter,532739
3005186075,VIOS,Illinois,United States,Biologics,2017-07-06,Warning Letter,519531
3003854110,Tubilux Pharma Spa,-,Italy,Drugs,2017-07-06,Warning Letter,523119
3003978209,Vista Pharmaceuticals Limited,-,India,Drugs,2017-07-05,Warning Letter,515652
2131087,ChemRite CoPac LLC,Wisconsin,United States,Drugs,2017-06-29,Warning Letter,515029
3005630265,"Pensacola Apothecary, Inc.  DBA Everwell Specialty Pharmacy",Florida,United States,Drugs,2017-06-28,Warning Letter,524550
3011060456,Shandong Analysis and Test Center,-,China,Drugs,2017-06-22,Warning Letter,524254
3004083931,"Raritan Pharmaceuticals, Inc.",New Jersey,United States,Drugs,2017-06-20,Warning Letter,516099
1450743,A-S Medication Solutions LLC,Illinois,United States,Drugs,2017-06-05,Warning Letter,522197
3011170111,Hardcore Formalations,Texas,United States,Drugs,2017-06-05,Warning Letter,522783
3012606170,HARDCORE FORMULATIONS,Texas,United States,Drugs,2017-06-05,Warning Letter,522783
3013364296,"Andropharm, LLC",Florida,United States,Drugs,2017-06-05,Warning Letter,522784
3010282778,Prestige Brands Holdings,New York,United States,Drugs,2017-06-01,Warning Letter,524921
3005823862,"DCA, Inc. DBA Beacon Prescriptions",Connecticut,United States,Drugs,2017-06-01,Warning Letter,525833
3012224744,"Big Dan's Fitness / Nutrition, LLC",Idaho,United States,Drugs,2017-05-25,Warning Letter,494626
3004845420,"Yusef Manufacturing Laboratories, LLC",Utah,United States,Drugs,2017-05-25,Warning Letter,506591
3003040962,Herbal Doctor Remedies,California,United States,Drugs,2017-05-25,Warning Letter,515519
3011887629,Empower Pharmacy,Texas,United States,Drugs,2017-05-25,Warning Letter,516718
3012292690,Sewaren Innovative Pharmaceutical Packaging dba SIPP,New Jersey,United States,Drugs,2017-05-22,Warning Letter,513186
1000371043,Dougherty's Pharmacy,Texas,United States,Drugs,2017-05-12,Warning Letter,500635
2021236,B. Braun Medical Inc,California,United States,Drugs,2017-05-12,Warning Letter,501232
3005587213,Changzhou Jintan Qianyao Pharmaceutical Raw Materials,-,China,Drugs,2017-05-11,Warning Letter,521381
3004421212,"Vertical Pharmaceuticals, LLC",New Jersey,United States,Drugs,2017-05-10,Warning Letter,516774
3011870779,Elkhart Pharmacy,Texas,United States,Drugs,2017-05-08,Warning Letter,508507
3006899835,Howard Phillips LLC dba Phillips Co.,Oklahoma,United States,Drugs,2017-05-08,Warning Letter,512017
3002784388,Rainbow Gold Products Inc,Alabama,United States,Drugs,2017-05-04,Warning Letter,508837
3012266596,"Vaya Pharma, Inc.",Maryland,United States,Drugs,2017-05-04,Warning Letter,508837
3010750417,"Pharmaceutic Labs, LLC.",New York,United States,Drugs,2017-05-03,Warning Letter,492795
3011028213,Genus Medical Technologies,Missouri,United States,Drugs,2017-05-02,Warning Letter,506486
3004982352,Vikshara Trading & Investment Ltd.,-,India,Drugs,2017-04-28,Warning Letter,516856
3009653722,"Qinhuangdao Zizhu Pharmaceutical, Co.",-,China,Drugs,2017-04-24,Warning Letter,517793
3010747421,"Huron Pharmaceuticals, Inc.",Michigan,United States,Drugs,2017-04-21,Warning Letter,515810
3003916387,Sal Pharma,-,India,Drugs,2017-04-20,Warning Letter,516205
3012716728,Adolfo Kaplan  Pulmonary & Sleep Center of the Valley,Texas,United States,Drugs,2017-04-20,Warning Letter,523832
3004000544,Exact-Rx Inc,New York,United States,Drugs,2017-04-19,Warning Letter,518302
3007604065,Lifevantage Corp,Utah,United States,Drugs,2017-04-17,Warning Letter,510546
3013094996,Everything Herbs,South Carolina,United States,Drugs,2017-04-17,Warning Letter,513211
3013096107,"Hawk Dok Natural Salve, LLC",Arizona,United States,Drugs,2017-04-17,Warning Letter,513212
3013095009,"Healing Within Products & Services, Inc.",California,United States,Drugs,2017-04-17,Warning Letter,513213
3013096112,"Sunstone, Inc.",Utah,United States,Drugs,2017-04-17,Warning Letter,513214
3013095672,"Oxygen Health Systems, LLC",Illinois,United States,Drugs,2017-04-17,Warning Letter,513217
3013095679,"Vibrant Health Store, LLC",Idaho,United States,Drugs,2017-04-17,Warning Letter,513218
3004149463,Divi's Laboratories Ltd. (Unit II),-,India,Drugs,2017-04-13,Warning Letter,518434
3012283530,Arnold Professional Pharmacy,Maryland,United States,Drugs,2017-04-07,Warning Letter,521908
3009271645,"Zhejiang Jiuzhou Pharmaceutical Sci-Tech Co., Ltd",-,China,Drugs,2017-04-05,Warning Letter,516381
3005529620,"Abbott's Compounding Pharmacy, Inc.",California,United States,Drugs,2017-04-04,Warning Letter,506776
3011677351,American Specialty Pharmacy,Texas,United States,Drugs,2017-04-04,Warning Letter,513239
3004514280,Maryland Specialty and Compounding Pharmacy,Maryland,United States,Drugs,2017-04-03,Warning Letter,518272
3005124189,Indoco Remedies Limited,-,India,Drugs,2017-03-31,Warning Letter,514601
3005587313,Mylan Laboratories Limited,-,India,Drugs,2017-03-31,Warning Letter,517906
3004215358,"Targeted Medical Pharma, Inc. dba Physician Therapeutics",California,United States,Drugs,2017-03-29,Warning Letter,510913
3012188803,Enclara Pharmacia Inc,Pennsylvania,United States,Drugs,2017-03-29,Warning Letter,513262
3012289984,"Well Care Discount Pharmacy, LLC",Nevada,United States,Drugs,2017-03-29,Warning Letter,521007
3012124170,Ranier's Compounding Laboratory,Pennsylvania,United States,Drugs,2017-03-28,Warning Letter,521003
3012086997,"Trone Health Services, Inc.",Idaho,United States,Drugs,2017-03-22,Warning Letter,514999
3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",California,United States,Drugs,2017-03-20,Warning Letter,509499
3012828918,"Merrill D. Benson, M.D.",Indiana,United States,Drugs,2017-03-20,Warning Letter,518882
3005320466,Opto-Pharm Pte Ltd.,-,Singapore,Drugs,2017-03-17,Warning Letter,517254
3005256616,"Chen Shwezin, Inc. dba Park Compounding Pharmacy",California,United States,Drugs,2017-03-15,Warning Letter,496320
3004086192,USV Private Limited,-,India,Drugs,2017-03-10,Warning Letter,510159
3006164918,Reliable Rexall-A Compounding Pharmacy,California,United States,Drugs,2017-03-10,Warning Letter,511750
3005656725,Ark Bio Medical Canada Corp,-,Canada,Biologics,2017-03-07,Warning Letter,516211
3004058356,Badrivishal Chemicals & Pharmaceuticals,-,India,Drugs,2017-03-06,Warning Letter,511820
3010280514,Lumis Global Pharmaceuticals Co. Ltd.,-,China,Drugs,2017-03-02,Warning Letter,516043
3011804748,Advanced Infusion Solutions,Mississippi,United States,Drugs,2017-03-01,Warning Letter,497408
3004002973,"Jinan Jinda Pharmaceutical Chemistry Co., Ltd.",-,China,Drugs,2017-02-24,Warning Letter,509618
3006688078,Megafine Pharma (P) Limited,-,India,Drugs,2017-02-24,Warning Letter,510862
1420913,"Morton Grove Pharmaceuticals, Inc.",Illinois,United States,Drugs,2017-02-17,Warning Letter,505993
1925262,"Hospira, Inc.",Kansas,United States,Drugs,2017-02-14,Warning Letter,506761
3011903543,"Chongqing Carelife Pharmaceutical Co., Ltd.",-,China,Drugs,2017-02-14,Warning Letter,515080
3005231215,Dorneyville Pharmacy,Pennsylvania,United States,Drugs,2017-02-07,Warning Letter,510866
3004483648,Resonance Laboratories Private Limited,-,India,Drugs,2017-02-03,Warning Letter,511907
3004055563,"Sato Pharmaceutical Co., Ltd.",-,Japan,Drugs,2017-02-02,Warning Letter,511905
3005063169,Ausmetics Daily Chemicals (Guangzhou) Co. Ltd.,-,China,Drugs,2017-01-31,Warning Letter,510934
3007028032,"Zhejiang Bangli Medical Products Co., Ltd",-,China,Drugs,2017-01-27,Warning Letter,510524
1611206,Pharma Nobis LLC,Texas,United States,Drugs,2017-01-26,Warning Letter,481410
3011691465,Porton Biopharma Limited,-,United Kingdom,Drugs,2017-01-19,Warning Letter,509689
3006254924,CTX Lifesciences Private Ltd.,-,India,Drugs,2017-01-18,Warning Letter,496393
3006028606,ACS Dobfar S.p.A.,-,Italy,Drugs,2017-01-13,Warning Letter,495986
3004613997,"Walter's Pharmacy, Inc.",Pennsylvania,United States,Drugs,2017-01-11,Warning Letter,506596
3010679196,"Suzhou Pharmaceutical Technology Co.,Ltd",-,China,Drugs,2017-01-06,Warning Letter,508490
3008077936,"Cixi Zhixin Bird Clean-Care Product Co., Ltd.",-,China,Drugs,2017-01-06,Warning Letter,510181
3003183265,"Sato Yakuhin Kogyo Co., Ltd.",-,Japan,Drugs,2017-01-06,Warning Letter,512711
3012242764,"Kang Zhang, M.D., Ph.D.",California,United States,Drugs,2017-01-05,Warning Letter,511374
3000718824,"Horizon Pharmaceuticals, Inc.",Florida,United States,Drugs,2016-12-23,Warning Letter,485363
3002808500,"Wockhardt, Ltd.",-,India,Drugs,2016-12-23,Warning Letter,495920
3012384835,SKNV,Florida,United States,Drugs,2016-12-21,Warning Letter,507593
3010603689,CRESCITA SKIN SCIENCES INC.,-,Canada,Drugs,2016-12-16,Warning Letter,507531
1048788,Pharmco Laboratories Inc.,Florida,United States,Drugs,2016-12-15,Warning Letter,486901
1220701,"Aplicare Products, LLC",Connecticut,United States,Drugs,2016-12-15,Warning Letter,489281
2939068,Clorox Co (The),California,United States,Drugs,2016-12-15,Warning Letter,489281
3010621916,"Drug Depot, LLC., dba APS Pharmacy",Florida,United States,Drugs,2016-12-15,Warning Letter,501069
3008301076,NATURA BISSE INTERNATIONAL SA,-,Spain,Drugs,2016-12-15,Warning Letter,506088
3011893599,"Auro Pharmacies, Inc.",California,United States,Drugs,2016-12-13,Warning Letter,499142
2074359,Dignity Health - Northridge Hospital Medical Center,California,United States,Drugs,2016-12-13,Warning Letter,506447
3011549992,GLOBAL DRUG SUPPLY,-,Barbados,Drugs,2016-12-13,Warning Letter,507956
3011752429,"Isomeric Pharmacy Solutions, LLC",Utah,United States,Drugs,2016-12-13,Warning Letter,511231
3006795842,"Baoying County Fukang Medical Appliance Co., Ltd.",-,China,Drugs,2016-12-09,Warning Letter,507603
3012107574,X2Zero Corporation,Texas,United States,Drugs,2016-12-08,Warning Letter,497881
3011043554,"Pharm D Solutions, LLC",Texas,United States,Drugs,2016-12-08,Warning Letter,505436
3004132818,Antibioticos Do Brasil Ltda,-,Brazil,Drugs,2016-12-08,Warning Letter,507258
3012817948,Aurora Health and Nutrition,Alaska,United States,Drugs,2016-12-01,Warning Letter,508017
3002807304,Interquim S.A.,-,Spain,Drugs,2016-11-22,Warning Letter,507036
3008910005,STI Pharma LLC,Pennsylvania,United States,Drugs,2016-11-21,Warning Letter,505343
3003369660,CP Pharmaceuticals Limited,-,United Kingdom,Drugs,2016-11-16,Warning Letter,492112
3004578527,Prescription Lab Compounding Pharmacy,Arizona,United States,Drugs,2016-11-16,Warning Letter,492805
3012410440,Richard K. Burt,Illinois,United States,Biologics,2016-11-15,Warning Letter,508253
3011432609,"Precision Pharmacy Center, LLC",California,United States,Drugs,2016-11-15,Warning Letter,508482
3005048741,Srikem Laboratories Private Ltd.,-,India,Drugs,2016-11-10,Warning Letter,496015
3012038236,Stonegate Pharmacy LP,Texas,United States,Drugs,2016-11-10,Warning Letter,505526
3004395180,Dongying Tiandong Pharmaceutical Co Ltd,-,China,Drugs,2016-11-10,Warning Letter,506849
3002806840,"Sekisui Medical Co., Ltd.",-,Japan,Drugs,2016-11-08,Warning Letter,507037
3010943533,"Pine Pharmaceuticals, LLC",New York,United States,Drugs,2016-11-07,Warning Letter,500724
3004107906,INCELL Corporation LLC,Texas,United States,Drugs,2016-10-28,Warning Letter,491621
3011029136,Pocono Coated Products LLC.,North Carolina,United States,Drugs,2016-10-27,Warning Letter,491517
3008927138,Morton Drug Company dba Morton LTC,Wisconsin,United States,Drugs,2016-10-26,Warning Letter,496920
3003887639,"Diamond Wipes International, Inc.",California,United States,Drugs,2016-10-21,Warning Letter,488569
3003828267,Beijing Taiyang Pharmaceutical Industry Company Ltd,-,China,Drugs,2016-10-19,Warning Letter,492194
3001238779,Illinois Tool Works Inc,Kansas,United States,Drugs,2016-10-19,Warning Letter,494201
3014445455,Colabs Intl Corp,California,United States,Drugs,2016-10-19,Warning Letter,496420
3011536648,Option Care,Texas,United States,Drugs,2016-10-19,Warning Letter,497963
3012200488,"Meditech Laboratories, Inc",Nevada,United States,Drugs,2016-10-19,Warning Letter,506537
3012113857,SCS Direct Inc.,Connecticut,United States,Drugs,2016-10-18,Warning Letter,495961
3004603767,JD & SN Inc.,Washington,United States,Drugs,2016-10-14,Warning Letter,485637
3004548776,Fenwal Inc,Illinois,United States,Biologics,2016-10-14,Warning Letter,508809
3002807299,Interpharma Praha A.S.,-,Czech Republic,Drugs,2016-10-13,Warning Letter,493758
3002875215,Teva Pharmaceutical Works Private Limited Company,-,Hungary,Drugs,2016-10-13,Warning Letter,496395
3011688532,Eagle Pharma Outsourcing LLC,Alabama,United States,Drugs,2016-10-13,Warning Letter,496586
3004215358,"Targeted Medical Pharma, Inc. dba Physician Therapeutics",California,United States,Drugs,2016-10-06,Warning Letter,505528
3006101483,"SaveWay Compounding Pharmacy, Inc.",Delaware,United States,Drugs,2016-10-04,Warning Letter,494041
3010680515,US Specialty Formulations LLC,Pennsylvania,United States,Drugs,2016-09-30,Warning Letter,489914
3011707930,WellRx LLC,Illinois,United States,Drugs,2016-09-30,Warning Letter,506635
3003045589,WALLACE CAMERON INTERNATIONAL LIMITED,-,United Kingdom,Drugs,2016-09-29,Warning Letter,500659
3009499217,Delarange Cosmetics BV,-,Netherlands,Drugs,2016-09-29,Warning Letter,507596
1000488360,Laboratoire Sintyl S.A.,-,Switzerland,Drugs,2016-09-29,Warning Letter,507971
3004599113,"University Rx Specialist, dba University Compounding Pharmacy",California,United States,Drugs,2016-09-28,Warning Letter,495985
3001722961,"Nippon Fine Chemical Co., Ltd.",-,Japan,Drugs,2016-09-27,Warning Letter,501158
3004375014,"Navinta, LLC",New Jersey,United States,Drugs,2016-09-26,Warning Letter,498400
